,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,Laranjeiras do Sul,-25.4078,-52.4161,63.57,73,3,2.08,BR,1654284562
280,Harper,4.375,-7.7169,78.87,85,100,9.24,LR,1654284562
281,Kautokeino,69.0125,23.0412,52.23,80,93,5.79,NO,1654284415
282,Grindavik,63.8424,-22.4338,46.87,76,100,16.11,IS,1654284405
283,Barra de Tecoanapa,16.5167,-98.75,84.11,69,45,9.82,MX,1654284563
284,San Patricio,28.017,-97.5169,92.08,45,94,8.79,US,1654284564
285,Svarstad,59.399,9.9698,59.23,43,20,2.35,NO,1654284389
286,Takoradze,4.8845,-1.7554,80.1,80,61,13.06,GH,1654284424
287,Taltal,-25.4,-70.4833,65.79,49,99,3.83,CL,1654284407
288,Cururupu,-1.8283,-44.8683,75.65,92,100,2.8,BR,1654284566
289,Chernyshevskiy,63.0128,112.4714,51.44,75,100,6.4,RU,1654284567
290,Batasan,12.7667,120.7833,81.32,75,50,3.53,PH,1654284568
291,Springfield,37.2153,-93.2982,76.68,45,0,5.75,US,1654284026
292,Muroto-misakicho,33.2833,134.15,69.57,69,100,13.73,JP,1654284568
293,Laguna,38.421,-121.4238,81.82,45,0,8.05,US,1654284569
294,Kuching,1.55,110.3333,75.42,94,20,2.3,MY,1654284569
295,Marsh Harbour,26.5412,-77.0636,76.48,72,100,17.05,BS,1654284572
296,Gornopravdinsk,60.05,69.9,31.12,70,26,4.59,RU,1654284572
297,Lundazi,-12.2929,33.1782,55.26,66,0,7.14,ZM,1654284573
298,Necochea,-38.5473,-58.7368,50.97,56,21,10.71,AR,1654284417
299,Piaçabuçu,-10.4056,-36.4344,78.57,84,50,7.74,BR,1654284573
300,Port Lincoln,-34.7333,135.8667,57.24,67,99,18.59,AU,1654284574
301,Magadan,59.5667,150.8,41.09,93,100,4.0,RU,1654284574
302,Khakhea,-24.6895,23.494,57.04,37,0,6.67,BW,1654284575
303,Borovoy,55.4333,86.0833,38.48,60,0,6.71,RU,1654284575
304,Araguaçu,-12.9306,-49.8264,94.19,20,83,6.11,BR,1654284575
305,Storslett,69.7678,21.0247,59.0,55,20,8.05,NO,1654284576
306,Butte,39.6499,-121.5677,81.43,32,0,11.5,US,1654284576
307,Nyáregyháza,47.2617,19.5015,71.64,58,100,6.73,HU,1654284577
308,Mbeya,-8.9,33.45,51.46,91,45,6.49,TZ,1654284577
309,Tigzirt,36.8886,4.1198,71.29,84,100,4.9,DZ,1654284578
310,Narsaq,60.9167,-46.05,64.62,34,2,6.62,GL,1654284323
311,Meulaboh,4.1363,96.1285,75.52,83,100,1.9,ID,1654284578
312,Ürümqi,43.801,87.6005,61.75,42,0,2.24,CN,1654284361
313,Road Town,18.4167,-64.6167,84.22,70,40,10.36,VG,1654284579
314,Esperance,-33.8667,121.9,53.44,76,100,15.82,AU,1654284391
315,Texarkana,33.4251,-94.0477,80.74,59,75,5.01,US,1654284438
316,Alto Piquiri,-24.0281,-53.4406,67.71,67,1,3.96,BR,1654284579
317,Makkah al Mukarramah,21.4267,39.8261,92.05,27,0,4.61,SA,1654284580
318,Gari,59.4307,62.3497,42.6,54,100,8.66,RU,1654284580
319,Ostrovnoy,68.0531,39.5131,48.85,59,67,22.35,RU,1654284580
320,Nosy Varika,-20.5833,48.5333,67.55,88,37,6.55,MG,1654284581
321,Port Hardy,50.6996,-127.4199,55.58,100,100,3.44,CA,1654284581
322,Beatrice,40.2681,-96.747,82.36,34,40,8.05,US,1654284582
323,Saint-Augustin,51.226,-58.6502,45.01,80,100,14.05,CA,1654284333
324,Hong Kong,22.2855,114.1577,83.41,86,98,13.0,HK,1654284208
325,Hualmay,-11.0964,-77.6139,68.88,72,73,9.48,PE,1654284583
326,Todos Santos,23.45,-110.2167,96.04,65,2,8.41,MX,1654284583
327,Husavik,66.0449,-17.3389,46.45,80,100,6.17,IS,1654284285
328,Arlit,18.7369,7.3853,92.53,6,0,11.27,NE,1654284584
329,Berdigestyakh,62.0989,126.6992,52.25,75,0,4.16,RU,1654284584
330,Hendersonville,36.3048,-86.62,81.99,37,0,4.0,US,1654284585
331,Killorglin,52.1,-9.7833,57.97,80,55,4.97,IE,1654284585
332,Cidreira,-30.1811,-50.2056,57.42,78,98,5.99,BR,1654284586
333,Riverton,40.5219,-111.9391,81.52,18,0,13.0,US,1654284527
334,Khatanga,71.9667,102.5,33.58,88,100,21.52,RU,1654284274
335,Starkville,33.4504,-88.8184,81.5,68,40,10.36,US,1654284374
336,Amapá,1.0,-52.0,81.46,71,100,3.89,BR,1654284587
337,Constitución,-35.3333,-72.4167,52.93,95,100,24.05,CL,1654284340
338,Amberley,39.2048,-84.428,78.82,31,0,4.61,US,1654284587
339,Kirovskiy,45.0917,133.5136,50.32,93,100,2.68,RU,1654284588
340,Ironton,38.5368,-82.6829,79.07,38,0,0.0,US,1654284588
341,Plouzané,48.3833,-4.6167,61.79,82,0,9.22,FR,1654284589
342,La Ronge,55.1001,-105.2842,61.05,16,20,17.27,CA,1654284351
343,Okhotsk,59.3833,143.3,40.28,90,96,1.97,RU,1654284589
344,Ambilobe,-13.2,49.05,70.48,71,12,4.36,MG,1654284589
345,Distrikt Brokopondo,4.75,-55.1667,78.76,88,100,6.69,SR,1654284590
346,Pringsewu,-5.3582,104.9744,74.41,94,100,4.43,ID,1654284590
347,Vestmanna,62.1564,-7.1664,49.12,87,75,11.5,FO,1654284591
348,Bodden Town,19.2833,-81.25,85.17,80,20,17.27,KY,1654284591
349,Vardø,70.3705,31.1107,43.38,88,100,18.32,NO,1654284591
350,Lubango,-14.9172,13.4925,56.86,40,3,4.81,AO,1654284592
351,Vazante,-17.9869,-46.9078,87.13,26,100,0.81,BR,1654284592
352,La Asuncion,11.0333,-63.8628,87.53,66,45,18.41,VE,1654284593
353,Hutchinson,38.0608,-97.9298,78.76,37,0,13.8,US,1654284516
354,Lae,-6.7221,146.9847,72.27,76,31,5.84,PG,1654284593
355,Lydenburg,-25.0978,30.4597,43.39,56,0,0.89,ZA,1654284593
356,Coos Bay,43.3665,-124.2179,58.86,94,100,12.66,US,1654284594
357,Kiama,-34.6833,150.8667,51.62,71,98,10.0,AU,1654284594
358,Kozlovo,56.5167,36.2667,50.86,81,11,6.33,RU,1654284594
359,San Miguel de Tucumán,-26.8241,-65.2226,62.6,45,100,3.44,AR,1654284595
360,East London,-33.0153,27.9116,64.09,34,100,6.31,ZA,1654284293
361,Sirte,31.2089,16.5887,74.53,73,0,9.98,LY,1654284595
362,Beian,63.6559,9.5683,48.29,100,75,16.11,NO,1654284596
363,Naze,28.3667,129.4833,72.52,90,100,12.37,JP,1654284441
364,San Estanislao,10.3983,-75.1511,87.69,61,100,6.04,CO,1654284596
365,Maningrida,-12.0667,134.2667,73.71,95,100,9.13,AU,1654284597
366,Saint-Joseph,-21.3667,55.6167,73.78,73,23,14.29,RE,1654284295
367,Örnsköldsvik,63.2909,18.7153,55.29,79,85,6.4,SE,1654284597
368,Salalah,17.0151,54.0924,84.29,79,20,4.61,OM,1654284437
369,Nchelenge,-9.3451,28.734,66.87,63,1,4.47,ZM,1654284598
370,Hazorasp,41.3194,61.0742,66.04,21,4,16.15,UZ,1654284598
371,Watsa,3.0372,29.5355,65.7,75,31,2.75,CD,1654284598
372,Kokopo,-4.352,152.2633,76.64,86,30,3.58,PG,1654284599
373,Chauk,20.8833,94.8167,83.59,67,100,14.34,MM,1654284599
374,Wajir,1.7471,40.0573,81.97,50,99,17.76,KE,1654284599
375,Stepnyak,52.8339,70.7803,47.75,83,11,5.91,KZ,1654284600
376,Moussoro,13.6408,16.4901,96.71,16,80,8.28,TD,1654284303
377,Kalengwa,-13.4659,25.0027,56.95,59,70,10.25,ZM,1654284601
378,Santa Rosa,14.3122,121.1114,80.94,83,95,3.22,PH,1654284602
379,Port-Gentil,-0.7193,8.7815,76.96,88,20,9.22,GA,1654284340
380,Dingle,10.9995,122.6711,77.29,86,47,3.2,PH,1654284602
381,Tevaitoa,-16.7833,-151.5,78.71,76,90,7.65,PF,1654284603
382,Lorengau,-2.0226,147.2712,80.89,73,37,8.34,PG,1654284341
383,Ati,13.2154,18.3353,91.02,30,98,5.21,TD,1654284607
384,Peniche,39.3558,-9.3811,66.02,83,6,15.03,PT,1654284607
385,Fairbanks,64.8378,-147.7164,71.42,34,40,6.91,US,1654284175
386,Riohacha,11.5444,-72.9072,85.91,68,13,14.52,CO,1654284612
387,Egersund,58.4513,5.9997,52.05,89,8,17.25,NO,1654284612
388,Varhaug,58.6147,5.6457,51.91,89,41,20.78,NO,1654284613
389,Hamilton,39.1834,-84.5333,79.5,31,0,5.75,US,1654284402
390,Paracuru,-3.41,-39.0306,82.11,84,100,8.19,BR,1654284614
391,Kéfalos,36.7453,26.9589,71.82,83,20,6.91,GR,1654284614
392,Korla,41.7597,86.1469,66.9,49,85,21.34,CN,1654284614
393,Wanxian,30.8039,108.3897,78.04,92,68,1.03,CN,1654284615
394,Andenes,69.3143,16.1194,51.78,87,75,11.5,NO,1654284615
395,Benalla,-36.55,145.9833,42.55,96,100,5.14,AU,1654284616
396,Mandalgovi,45.7625,106.2708,44.8,60,0,24.23,MN,1654284616
397,Bonavista,48.6499,-53.1147,42.21,86,69,25.12,CA,1654284617
398,Padang,-0.9492,100.3543,77.34,80,89,3.02,ID,1654284617
399,Thinadhoo,0.5333,72.9333,83.48,73,95,11.81,MV,1654284618
400,Anadyr,64.75,177.4833,45.1,70,86,2.24,RU,1654284618
401,Dikson,73.5069,80.5464,25.36,86,16,19.19,RU,1654284284
402,Port Augusta,-32.5,137.7667,49.95,91,4,3.98,AU,1654284619
403,Sitia,35.2,26.0986,77.99,76,0,9.53,GR,1654284620
404,Kamphaeng Phet,16.25,99.5,77.43,87,100,2.55,TH,1654284620
405,Noyabrsk,63.1994,75.4507,34.36,92,100,21.61,RU,1654284621
406,Hervey Bay,-25.2986,152.8535,68.02,92,98,4.0,AU,1654284621
407,Isahaya,32.8411,130.0431,65.73,78,2,3.29,JP,1654284622
408,Fare,-16.7,-151.0167,78.67,77,68,9.62,PF,1654284622
409,Green Valley,31.8543,-110.9937,94.41,7,0,15.66,US,1654284622
410,Emerald,-23.5333,148.1667,64.35,88,100,6.02,AU,1654284623
411,Cap-aux-Meules,47.3821,-61.8597,46.42,71,75,12.66,CA,1654284624
412,Tigil',57.8,158.6667,46.71,60,1,3.91,RU,1654284625
413,Puerto Colombia,10.9878,-74.9547,89.69,70,66,8.3,CO,1654284625
414,Yanam,16.7333,82.2167,82.98,80,98,5.91,IN,1654284626
415,Ponte Nova,-20.4164,-42.9086,77.32,58,24,9.75,BR,1654284626
416,Bayan,46.0833,127.4,58.03,73,99,14.67,CN,1654284627
417,Damāvand,35.7178,52.065,63.93,48,1,7.54,IR,1654284627
418,Capâo Bonito,-24.0058,-48.3494,55.6,93,100,7.31,BR,1654284628
419,Kirensk,57.7853,108.1119,41.45,92,2,3.78,RU,1654284628
420,Panguna,-6.3164,155.4848,66.79,96,10,2.35,PG,1654284628
421,Porbandar,21.6422,69.6093,81.73,81,8,15.37,IN,1654284629
422,Kidodi,-7.6036,37.0044,66.74,65,0,4.68,TZ,1654284629
423,Llanes,43.4198,-4.7549,63.03,88,17,4.92,ES,1654284629
424,Cockburn Town,21.4612,-71.1419,81.18,78,100,14.36,TC,1654284630
425,Bam,29.106,58.357,81.03,12,0,10.07,IR,1654284630
426,Nemuro,43.3236,145.575,44.51,93,100,15.95,JP,1654284630
427,Panalingaan,8.7842,117.4231,78.57,84,13,2.33,PH,1654284631
428,Luwingu,-10.2621,29.9271,54.52,71,1,5.66,ZM,1654284631
429,Rocha,-34.4833,-54.3333,49.41,71,24,3.62,UY,1654284632
430,Poum,-20.2333,164.0167,75.81,72,48,17.45,NC,1654284632
431,Gigmoto,13.7796,124.39,80.55,83,61,5.7,PH,1654284632
432,Santa Fe,-31.6333,-60.7,60.75,43,0,8.01,AR,1654284633
433,Charters Towers,-20.1,146.2667,63.21,89,23,6.98,AU,1654284633
434,Maicao,11.3832,-72.2432,91.02,51,2,10.27,CO,1654284634
435,Tateyama,34.9833,139.8667,66.09,76,100,12.95,JP,1654284634
436,Ginir,7.1333,40.7,57.65,84,89,7.4,ET,1654284634
437,Carutapera,-1.195,-46.02,78.28,85,98,6.73,BR,1654284635
438,Christchurch,-43.5333,172.6333,33.53,100,1,2.3,NZ,1654284424
439,Huarmey,-10.0681,-78.1522,69.84,73,82,11.54,PE,1654284640
440,Marawi,7.9986,124.2928,67.86,93,7,1.77,PH,1654284320
441,Kitimat,54.0524,-128.6534,64.9,45,100,2.48,CA,1654284640
442,Bella Union,-30.2752,-57.6007,53.78,65,4,9.91,UY,1654284640
443,Vermillion,42.7794,-96.9292,75.85,30,13,3.69,US,1654284530
444,Valsamáta,38.1667,20.6,76.62,57,20,4.61,GR,1654284641
445,Riyadh,24.6877,46.7219,91.54,9,0,4.5,SA,1654284618
446,Koslan,63.4564,48.8989,51.19,31,14,11.54,RU,1654284643
447,Kamenka,51.3223,42.7678,62.58,94,91,13.29,RU,1654284643
448,Bugasong,11.0439,122.0659,79.21,82,44,3.24,PH,1654284643
449,Moose Factory,51.2585,-80.6094,66.18,55,100,10.36,CA,1654284644
450,Severomuysk,56.1481,113.4267,40.44,94,100,2.21,RU,1654284644
451,Ilulissat,69.2167,-51.1,37.42,70,40,5.75,GL,1654284644
452,Aykhal,66.0,111.5,55.4,73,100,3.29,RU,1654284645
453,Qingdao,36.0986,120.3719,67.6,94,100,17.9,CN,1654284645
454,Hailar,49.2,119.7,54.82,84,99,15.21,CN,1654284646
455,Tot'ma,59.9747,42.7642,59.52,97,100,4.18,RU,1654284646
456,Ostër,50.9506,30.8823,56.8,76,0,4.03,UA,1654284646
457,Tucumcari,35.1717,-103.725,82.24,36,75,16.11,US,1654284647
458,Boquira,-12.8231,-42.7306,85.3,32,70,6.69,BR,1654284647
459,Sangar,63.9242,127.4739,57.04,76,100,5.35,RU,1654284647
460,Bandarbeyla,9.4942,50.8122,79.34,80,93,24.56,SO,1654284648
461,Sakakah,29.9697,40.2064,94.57,12,80,9.06,SA,1654284648
462,Sitka,57.0531,-135.33,60.69,77,75,0.0,US,1654284649
463,Xapuri,-10.6517,-68.5044,79.03,88,79,2.86,BR,1654284649
464,Avera,33.194,-82.5271,91.02,35,19,5.3,US,1654284426
465,Touba,8.2833,-7.6833,81.81,55,57,2.75,CI,1654284649
466,Dandong,40.1292,124.3947,64.85,88,100,10.07,CN,1654284650
467,Severodvinsk,64.5635,39.8302,62.71,94,100,6.67,RU,1654284650
468,Samarai,-10.6167,150.6667,80.55,84,100,17.0,PG,1654284651
469,Karpogory,64.0019,44.4451,60.28,34,100,13.42,RU,1654284651
470,Polewali,-3.4324,119.3435,76.3,90,100,3.4,ID,1654284652
471,Tāybād,34.74,60.7756,74.17,19,0,19.35,IR,1654284652
472,Stornoway,58.2093,-6.3865,55.18,81,62,12.66,GB,1654284653
473,Calabozo,8.9242,-67.4293,84.97,63,93,0.67,VE,1654284653
474,Bathsheba,13.2167,-59.5167,86.61,74,75,18.41,BB,1654284309
475,Sandpoint,48.2766,-116.5533,65.35,62,0,10.36,US,1654284453
476,Sakaiminato,35.55,133.2333,64.38,77,40,11.5,JP,1654284654
477,Bariloche,-41.1456,-71.3082,39.43,53,100,5.75,AR,1654284472
478,Lázaro Cárdenas,17.9583,-102.2,85.01,58,22,13.02,MX,1654284647
479,Benghazi,32.1167,20.0667,75.83,69,0,12.03,LY,1654284507
480,Nyimba,-14.5566,30.8149,63.63,52,51,5.68,ZM,1654284655
481,Udachny,66.4167,112.4,57.18,71,84,4.79,RU,1654284655
482,Oruzgan,32.8333,66.0,67.19,17,0,6.4,AF,1654284656
483,Frontignan,43.4485,3.754,71.85,74,0,7.63,FR,1654284656
484,Charlestown,-32.95,151.6667,48.27,96,22,5.01,AU,1654284656
485,Aripuanã,-9.1667,-60.6333,84.47,60,91,1.95,BR,1654284315
486,Dulce Grande,23.0,-102.1667,77.25,33,96,9.98,MX,1654284657
487,Bykovo,55.6361,38.0803,56.7,77,0,4.47,RU,1654284657
488,Bouna,9.2667,-3.0,83.52,50,6,0.22,CI,1654284658
489,Bilma,18.6853,12.9164,92.91,10,1,4.05,NE,1654284659
490,Aasiaat,68.7098,-52.8699,36.48,68,55,10.27,GL,1654284659
491,Veliki Trnovac,42.4767,21.7405,66.56,77,100,3.36,RS,1654284659
492,Bousso,10.4795,16.7117,91.18,34,75,4.72,TD,1654284660
493,Panzhihua,26.5851,101.7128,73.85,76,18,1.9,CN,1654284660
494,Itoman,26.1247,127.6694,77.14,100,75,3.44,JP,1654284661
495,Ancud,-41.8697,-73.8203,46.06,91,100,15.41,CL,1654284419
496,Puerto Ayacucho,5.6639,-67.6236,76.03,88,100,2.93,VE,1654284661
497,Chaplynka,46.3651,33.5403,71.4,76,33,14.83,UA,1654284662
498,Dakar,14.6937,-17.4441,78.93,83,9,9.22,SN,1654284613
499,Araouane,18.9048,-3.5265,96.39,10,4,2.59,ML,1654284663
500,Sheltozero,61.3667,35.3667,50.54,88,99,9.71,RU,1654284663
501,Bara,10.3744,10.7288,85.32,45,96,10.56,NG,1654284664
502,Kentau,43.5206,68.5094,67.15,44,0,3.53,KZ,1654284664
503,Honiara,-9.4333,159.95,76.55,87,93,5.37,SB,1654284665
504,Quelimane,-17.8786,36.8883,65.61,92,40,2.95,MZ,1654284665
505,Rochegda,62.8,43.25,65.39,54,97,13.42,RU,1654284666
506,Cap Malheureux,-19.9842,57.6142,73.47,73,78,5.99,MU,1654284666
507,Damietta,31.4165,31.8133,75.09,76,0,5.23,EG,1654284667
508,Tombouctou,20.0,-3.0,98.49,9,100,6.06,ML,1654284667
509,Mikhaylovka,50.06,43.2379,68.45,50,13,2.57,RU,1654284668
510,Sochi,43.6,39.7303,71.69,80,96,10.18,RU,1654284668
511,Domoni,-12.2569,44.5319,77.72,79,100,7.96,KM,1654284669
512,Kathmandu,27.7167,85.3167,70.02,94,75,2.3,NP,1654284651
513,Mayumba,-3.432,10.6554,74.16,89,75,5.3,GA,1654284669
514,Yar-Sale,66.8333,70.8333,30.63,75,40,24.16,RU,1654284670
515,Charleville-Mézières,49.7667,4.7167,65.77,93,100,5.55,FR,1654284670
516,Ixtapa,20.7,-105.2,78.03,73,100,6.91,MX,1654284671
517,Tharād,24.3961,71.6267,84.51,64,55,16.73,IN,1654284671
518,Warrnambool,-38.3833,142.4833,47.8,89,59,13.27,AU,1654284671
519,Tautira,-17.7333,-149.15,77.4,79,100,14.54,PF,1654284672
520,Spálené Poříčí,49.6137,13.6056,72.05,91,100,2.84,CZ,1654284672
521,Itaituba,-4.2761,-55.9836,78.96,94,40,5.75,BR,1654284673
522,Mandera,3.9366,41.867,80.28,56,35,10.71,KE,1654284674
523,Bitkine,11.9801,18.2138,90.37,30,100,3.62,TD,1654284674
524,Toowoomba,-27.55,151.9667,55.26,96,100,3.0,AU,1654284674
525,Black River,18.0264,-77.8487,86.31,61,100,19.17,JM,1654284675
526,Shakawe,-18.3667,21.85,55.02,51,0,5.44,BW,1654284675
527,San Rafael del Sur,11.8485,-86.4384,85.17,69,18,11.5,NI,1654284676
528,Gamboula,4.1178,15.1393,70.93,89,100,2.93,CF,1654284676
529,Bubaque,11.2833,-15.8333,79.92,82,8,17.16,GW,1654284445
530,Burgeo,47.6167,-57.6152,49.89,72,91,8.88,CA,1654284623
531,Haverfordwest,51.8017,-4.9691,65.79,86,21,8.5,GB,1654284677
532,Aksarka,66.5606,67.7975,31.93,68,10,22.12,RU,1654284677
533,Toccoa,34.5773,-83.3324,83.35,57,40,3.44,US,1654284453
534,Rengo,-34.4167,-70.8667,52.12,87,100,7.61,CL,1654284561
535,Buchanan,5.8808,-10.0467,78.78,85,99,9.91,LR,1654284678
536,Gopālpur,19.2667,84.9167,81.57,93,100,15.12,IN,1654284679
537,Inhambane,-23.865,35.3833,69.78,83,20,4.61,MZ,1654284329
538,Miquelon,47.0975,-56.3814,57.2,80,17,10.18,PM,1654284680
539,Magdagachi,53.45,125.8,46.85,97,100,3.87,RU,1654284680
540,Kupang,-10.1667,123.5833,76.03,86,84,6.42,ID,1654284681
541,Shingū,33.7333,135.9833,63.25,69,59,5.48,JP,1654284681
542,Yiyang,28.5892,112.3283,74.75,97,93,3.0,CN,1654284681
543,Touros,-5.1989,-35.4608,79.77,78,100,7.9,BR,1654284682
544,Chontalpa,17.7,-93.5167,87.66,57,48,7.27,MX,1654284682
545,Landerneau,48.4525,-4.2525,62.73,82,75,6.91,FR,1654284683
546,North Bend,43.4065,-124.2243,58.28,94,100,12.66,US,1654284447
547,Mayo,38.8876,-76.5119,79.07,43,0,9.22,US,1654284683
548,La Romana,18.4273,-68.9728,89.96,70,20,6.91,DO,1654284448
549,Kuyanovo,55.8014,54.5372,58.98,96,100,5.23,RU,1654284684
550,Micheweni,-4.9667,39.8333,77.34,78,3,15.19,TZ,1654284684
551,Acapulco de Juárez,16.8634,-99.8901,82.22,74,75,8.05,MX,1654284685
552,Cayenne,4.9333,-52.3333,83.08,1,75,9.22,GF,1654284606
553,Mandurah,-32.55,115.7,52.27,70,5,7.49,AU,1654284686
554,Muros,42.7762,-9.0603,66.47,77,60,6.2,ES,1654284686
555,Jiangkou,25.4872,119.1986,75.29,96,100,3.36,CN,1654284687
556,Marevo,57.3146,32.0804,49.14,91,23,5.35,RU,1654284687
557,Rubizhne,49.0123,38.3797,66.83,93,99,8.68,UA,1654284687
558,Lakselv,70.0513,24.9718,55.22,76,100,3.44,NO,1654284688
